canonical_smiles,molecule_chembl_id,standard_value
O=c1ccc2ccc(Cn3ccnc3)cc2o1,CHEMBL224649,676.08
O=c1ccc2ccc(Cn3cncn3)cc2o1,CHEMBL223929,31622.78
O=c1ccc2ccc(OCCn3ccnc3)cc2o1,CHEMBL390152,31622.78
COc1ccc2ccc(=O)oc2c1Cn1ccnc1,CHEMBL223983,31622.78
O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,CHEMBL224786,5128.61
COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,CHEMBL224787,107.15
O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,CHEMBL225499,151.36
S=c1ccc2cc(Cn3ccnc3)ccc2o1,CHEMBL224600,1122.02
COc1ccc2c(c1)CCC(Cc1cnc[nH]1)=C2C,CHEMBL390569,17000.0
c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,CHEMBL376371,4000.0
N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,CHEMBL31215,16.98
O=c1c([C@@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,CHEMBL224665,2.3
O=c1c([C@@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,CHEMBL224665,2.291
N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,CHEMBL31215,17.0
O=C1/C(=C/c2ccncc2)Cc2cc(O)ccc21,CHEMBL26065,21877.62
N#Cc1ccc([C@@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,CHEMBL451201,630.0
N#Cc1ccc([C@@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,CHEMBL451201,630.96
N#Cc1ccc([C@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,CHEMBL225079,110.0
N#Cc1ccc([C@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,CHEMBL225079,109.65
O=c1c([C@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,CHEMBL376786,290.0
O=c1c([C@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,CHEMBL376786,288.4
O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,CHEMBL522917,49.0
O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,CHEMBL522917,48.98
O=c1c([C@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,CHEMBL525379,96.0
O=c1c([C@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,CHEMBL525379,95.5
COc1ccc2c(c1)C/C(=C/c1ccncc1)C2=O,CHEMBL285155,6309.57
COc1ccc2c(c1)C/C(=C\c1ccncc1)C2=O,CHEMBL442262,4786.3
COc1cccc2c1C/C(=C/c1ccncc1)C2=O,CHEMBL23334,3715.35
COc1cccc2c1C/C(=C\c1ccncc1)C2=O,CHEMBL288093,22908.68
O=C1/C(=C\c2ccncc2)Cc2ccccc21,CHEMBL285973,5495.41
O=C1/C(=C/c2ccncc2)Cc2ccccc21,CHEMBL23150,25118.86
O=C1/C(=C/c2ccncc2)CCc2c1ccc1c2CCCC1,CHEMBL376039,10000.0
O=C1/C(=C\c2ccncc2)CCc2ccccc21,CHEMBL388959,12022.64
COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,CHEMBL419131,3019.95
O=C1/C(=C/c2ccncc2)CCc2cc(O)ccc21,CHEMBL91992,8709.64
O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,CHEMBL92488,691.83
COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,CHEMBL419131,12882.5
COc1ccc2c(c1)CC/C(=C\c1ccncc1)C2=O,CHEMBL328217,8912.51
COc1cccc2c1CC/C(=C\c1ccncc1)C2=O,CHEMBL91101,6309.57
O=C1/C(=C/c2ccncc2)CCc2ccccc21,CHEMBL90585,9332.54
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnc2)cc1,CHEMBL225378,870.96
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ncnn2)cc1,CHEMBL225360,147.91
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnn2)cc1,CHEMBL388515,95.5
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL225550,61.66
CCC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,CHEMBL224462,93.33
CC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,CHEMBL388187,43.65
N#Cc1ccc(C(=C2CCCCC2)n2cncn2)cc1,CHEMBL223555,95.5
N#Cc1ccc(C(c2ccc(C#N)cc2)c2cccnc2)cc1,CHEMBL223554,58.88
N#Cc1ccc(C(c2ccc(C#N)cc2)c2cncnc2)cc1,CHEMBL223452,288.4
N#Cc1ccc(C(c2ccc(C#N)cc2)n2ncnn2)cc1,CHEMBL224790,5.754
N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnn2)cc1,CHEMBL224789,57.54
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444,52.48
N#Cc1ccc(C2(n3ccnc3)CCCC2)cc1,CHEMBL225053,37.15
CC(C)(c1ccc(C#N)cc1)n1ccnc1,CHEMBL225128,95.5
N#Cc1ccc(Cn2ccnc2)cc1,CHEMBL349822,1096.48
O=[N+]([O-])c1ccc(Cn2ccnc2)cc1,CHEMBL13784,28.18
O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,CHEMBL223176,47.86
Brc1ccc(Cn2ccnc2)cc1,CHEMBL211207,338.84
N#Cc1cccc(Cn2ccnc2)c1,CHEMBL163922,3715.35
N#Cc1ccccc1Cn1ccnc1,CHEMBL374934,47.86
Cc1oc2c(C#N)ccc(Cn3ccnc3)c2c1C,CHEMBL224391,18.2
N#Cc1ccc(Cn2ccnc2)c2ccccc12,CHEMBL375043,10.96
N#Cc1ccc(/C(=N\c2ccc(Br)cc2)n2ccnc2)cc1,CHEMBL31456,38.02
N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,CHEMBL29482,18.2
N#Cc1ccc(C2(c3ccc(C#N)cc3)CCCc3cncn32)cc1,CHEMBL285809,870.96
N#Cc1ccc2c(c1)CCC=C2n1ccnc1,CHEMBL31224,15.49
C=C(c1ccc(C#N)cc1)n1ccnc1,CHEMBL31760,4.169
N#Cc1ccc([C@H]2CCCc3cncn32)cc1,CHEMBL287677,2290.87
O=c1c2ccccc2oc2cc(Cn3ccnc3)ccc12,CHEMBL350922,389.05
O=c1c2ccccc2oc2c(Br)ccc(Cn3ccnc3)c12,CHEMBL78322,933.25
O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,CHEMBL307160,977.24
N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL442373,2290.87
O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,CHEMBL421829,89.13
O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,CHEMBL159073,39.81
N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,CHEMBL421149,42.66
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,CHEMBL158635,549.54
O=c1ccoc2cc(Cn3cncn3)ccc12,CHEMBL223607,3715.35
O=c1ccoc2cc(Cn3ccnc3)ccc12,CHEMBL158984,100.0
O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,CHEMBL161530,2089.3
O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,CHEMBL351167,1096.48
N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,CHEMBL161230,239.88
COc1cc2c(cc1Br)CC[C@@H]1[C@@H](c3ccncc3)[C@H]21,CHEMBL2096873,2818.38
COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21,CHEMBL225497,933.25
COc1ccc2c(c1)[C@@H]1[C@H](CC2)[C@H]1c1ccncc1,CHEMBL2096872,10000.0
COc1ccc2c(c1)[C@H]1[C@@H](CC2)[C@@H]1c1ccncc1,CHEMBL223717,30.2
Cn1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21,CHEMBL519436,3.981
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,CHEMBL224060,1.413
Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,CHEMBL389433,44.67
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CHEMBL1399,15.14
COCOc1ccc(C(=O)/C=C/c2ccc(OCOC)c(CC=C(C)C)c2)c(O)c1,CHEMBL229944,242400.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,270.0
COc1ccc2c(c1)OC(c1ccc(OCC=C(C)C)cc1)CC2=O,CHEMBL228985,28650.0
COc1ccc(C(=O)/C=C/c2ccc(OCC=C(C)C)cc2)c(O)c1,CHEMBL390364,271400.0
COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1,CHEMBL229908,1860.0
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,CHEMBL229907,351700.0
COc1ccc2c(c1)OC(c1cccc(CC=C(C)C)c1)CC2=O,CHEMBL229906,4670.0
COc1ccc(C(=O)/C=C/c2cccc(CC=C(C)C)c2)c(O)c1,CHEMBL229905,310200.0
COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,CHEMBL1162951,12100.0
COc1ccc(/C=C/C(O)c2ccccc2O)cc1CC=C(C)C,CHEMBL388375,310170.0
COc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,CHEMBL229635,3670.0
COc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,CHEMBL229633,283750.0
COc1ccc2c(c1)OC(c1ccc(O)c(CC=C(C)C)c1)CC2=O,CHEMBL388374,4750.0
COc1ccc(C(=O)/C=C/c2ccc(O)c(CC=C(C)C)c2)c(O)c1,CHEMBL229841,295500.0
COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,CHEMBL229790,25140.0
COCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1CC=C(C)C,CHEMBL390731,261500.0
COc1ccc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,CHEMBL229789,4080.0
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1CC=C(C)C,CHEMBL389925,82940.0
COCOc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,CHEMBL425670,7670.0
COCOc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,CHEMBL229893,261500.0
CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,CHEMBL558103,40950.0
CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,CHEMBL229885,308300.0
COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,CHEMBL229945,13950.0
COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,CHEMBL229094,54670.0
CC[C@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,CHEMBL229861,100000.0
N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,CHEMBL108425,0.5
N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,CHEMBL226999,0.4
COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O,CHEMBL388093,1.2
N#Cc1ccc(N(Cc2ccc(Br)c(O)c2)n2cnnc2)cc1,CHEMBL226947,0.5
N#Cc1ccc(N(Cc2ccc(Cl)c(O)c2)n2cnnc2)cc1,CHEMBL226946,0.18
N#Cc1ccc(N(Cc2ccc(F)c(O)c2)n2cnnc2)cc1,CHEMBL390079,0.6
N#Cc1ccc(N(Cc2cccc(O)c2)n2cnnc2)cc1,CHEMBL390078,2.8
COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1OS(N)(=O)=O,CHEMBL226945,12.0
N#Cc1ccc(N(Cc2ccc(Br)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,CHEMBL226893,3.9
N#Cc1ccc(N(Cc2ccc(Cl)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,CHEMBL390077,0.92
N#Cc1ccc(N(Cc2ccc(F)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,CHEMBL226892,0.77
N#Cc1ccc(N(Cc2c(F)c(F)c(O)c(F)c2F)n2cnnc2)cc1,CHEMBL226891,159.0
N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,CHEMBL226843,7.6
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,CHEMBL388507,0.51
N#Cc1ccc(N(Cc2ccc(O)c(C(F)(F)F)c2)n2cnnc2)cc1,CHEMBL226842,0.88
N#Cc1ccc(N(Cc2ccc(O)c(C#N)c2)n2cnnc2)cc1,CHEMBL226841,24.0
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O,CHEMBL226791,2.8
N#Cc1ccc(N(Cc2ccc(O)c(I)c2)n2cnnc2)cc1,CHEMBL226790,0.33
N#Cc1ccc(N(Cc2ccc(O)c(Br)c2)n2cnnc2)cc1,CHEMBL388506,1.1
N#Cc1ccc(N(Cc2ccc(O)c(Cl)c2)n2cnnc2)cc1,CHEMBL226789,2.5
N#Cc1ccc(N(Cc2ccc(O)c(F)c2)n2cnnc2)cc1,CHEMBL226738,2.9
N#Cc1ccc(N(Cc2ccc(O)cc2)n2cnnc2)cc1,CHEMBL388291,23.0
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,CHEMBL390717,2.9
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C#N)c2)n2cnnc2)cc1,CHEMBL226737,27.0
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O,CHEMBL226736,42.0
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(I)c2)n2cnnc2)cc1,CHEMBL390496,1.5
O=C(c1ccccc1)c1ccccc1Cn1ccnc1,CHEMBL244795,560.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,52.0
O=C(c1ccccc1)c1cc(Br)ccc1Cn1ccnc1,CHEMBL242454,400.0
O=C(c1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,CHEMBL243756,17.7
O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,CHEMBL243755,25.9
O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-],CHEMBL388930,31.0
O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,CHEMBL223176,252.0
O=C(c1ccc(-c2ccccc2)cc1)c1cccc(Cn2ccnc2)c1,CHEMBL243961,5.3
O=C(c1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccnc1,CHEMBL243960,260.0
O=C(c1ccccc1)c1cccc(Cn2ccnc2)c1,CHEMBL397728,7.3
O=C1CC(c2ccccc2)Oc2ccccc21,CHEMBL274318,28000.0
O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,CHEMBL283196,2000.0
O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,CHEMBL404225,4300.0
O=C1CC(c2ccccc2)Oc2cc(O)ccc21,CHEMBL97542,3800.0
COc1ccc2c(c1)OC(c1ccccc1)CC2=O,CHEMBL9687,8000.0
O=C1CC(c2ccc(O)cc2)Oc2c1ccc1ccccc21,CHEMBL256665,630.0
O=C1CC(c2cccc(O)c2)Oc2c1ccc1ccccc21,CHEMBL439241,610.0
N#Cc1ccc(C2CC(=O)c3ccc4ccccc4c3O2)cc1,CHEMBL255108,1540.0
N#Cc1cccc(C2CC(=O)c3ccc4ccccc4c3O2)c1,CHEMBL258257,1370.0
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,CHEMBL252642,2100.0
O=C1CC(c2cccc(O)c2)Oc2cc(O)ccc21,CHEMBL255110,3400.0
COc1ccc2c(c1)OC(c1ccc(O)cc1)CC2=O,CHEMBL402970,3700.0
COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,CHEMBL256407,3500.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,CHEMBL7162,680.0
CN(c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL271794,120.0
CN(c1ccc(NC(=O)c2ccc3ccccc3c2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL270283,1070.0
CN(c1ccc(NC(=O)c2ccc(C#N)cc2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL409271,440.0
CN(c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL270915,690.0
CN(c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL271129,690.0
CN(c1ccc(NC(=O)C2CCCCC2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL270917,250.0
CN(c1ccc(NC(=O)c2ccccc2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL443066,1770.0
CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,CHEMBL272456,16670.0
CN(c1ccc(N)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL272398,1100.0
Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,CHEMBL272464,17370.0
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,CHEMBL405881,2170.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(-c2ccccc2)cc1,CHEMBL270488,25000.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc2ccccc2c1,CHEMBL269877,25000.0
N#Cc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,CHEMBL407092,25000.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL273049,25000.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,CHEMBL260098,25000.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1cccc([N+](=O)[O-])c1,CHEMBL270301,25000.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc([N+](=O)[O-])cc1,CHEMBL409448,25000.0
CC(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1,CHEMBL404981,1180.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)C1CCCCC1,CHEMBL260955,25000.0
O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccccc1,CHEMBL407953,25000.0
CN(c1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12)S(C)(=O)=O,CHEMBL222189,1170.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12,CHEMBL220885,5740.0
CN(c1ccc([N+](=O)[O-])cc1OCCc1ccccc1)S(C)(=O)=O,CHEMBL436515,520.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCCc1ccccc1,CHEMBL374651,230.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O,CHEMBL373377,650.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1,CHEMBL426541,850.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1)S(C)(=O)=O,CHEMBL220793,330.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1,CHEMBL220829,5850.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1)S(C)(=O)=O,CHEMBL220792,2400.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1,CHEMBL220774,290.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1)S(C)(=O)=O,CHEMBL376649,1780.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1,CHEMBL373427,580.0
CC(C)c1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,CHEMBL223421,7450.0
COc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,CHEMBL224037,470.0
COc1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,CHEMBL223369,7820.0
Cc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,CHEMBL222260,2330.0
Cc1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,CHEMBL387386,1750.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,CHEMBL223368,330.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1,CHEMBL223162,260.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,CHEMBL374535,2680.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1,CHEMBL223161,2170.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1)S(C)(=O)=O,CHEMBL376303,490.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1,CHEMBL223109,400.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL222250,810.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1,CHEMBL223108,2140.0
CC(C)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL203869,2810.0
CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL274387,5870.0
CCCCCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL202470,3960.0
CCCCCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202469,910.0
CCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL202452,4490.0
CCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202471,2670.0
CCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL382482,760.0
CCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL204184,2510.0
CCC(CC)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL202030,230.0
CCC(CC)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202474,300.0
CN(c1ccc([N+](=O)[O-])cc1OCC1CCCCC1)S(C)(=O)=O,CHEMBL204502,960.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCC1CCCCC1,CHEMBL204501,1210.0
CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O,CHEMBL202473,440.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCC1,CHEMBL437497,870.0
COc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL372835,25000.0
COc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL381883,25000.0
CN(c1ccc([N+](=O)[O-])cc1OC1CCCCC1)S(C)(=O)=O,CHEMBL204183,470.0
Cc1ccc(C)c(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)c1,CHEMBL220886,370.0
COc1ccc2c(c1)C=C(c1cccnc1)C2,CHEMBL206300,5700.0
COc1ccc2c(c1)CCC1C(c3ccncc3)C21,CHEMBL67842,69.0
COc1ccc([C@](O)(c2cccnc2)c2cc3ccc(OC)cc3o2)cc1,CHEMBL3084324,160.0
COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,CHEMBL225472,280.0
COc1ccc2cc(C(c3ccc(C)cc3)n3cncn3)oc2c1,CHEMBL201831,100.0
C1=C(Cn2ccnc2)c2cccnc2CC1,CHEMBL53068,1500.0
Oc1cccc2c1CCC1C(c3ccncc3)C21,CHEMBL65590,5000.0
c1ccc2c(c1)CC(Cc1ccncc1)C2,CHEMBL24593,2400.0
c1ccc2c(c1)-c1ccccc1C2n1ccnc1,CHEMBL225447,2800.0
Oc1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL195571,2700.0
c1cc2ccc(Cn3ccnc3)cc2cn1,CHEMBL298720,5400.0
O=c1ccoc2cc(Cn3cnnc3)ccc12,CHEMBL157925,3700.0
c1ccc2cc(-n3ccnc3)ccc2c1,CHEMBL195996,2800.0
COc1ccc2c(c1)CCC1C(c3cnc[nH]3)C21,CHEMBL438549,1600.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,6400.0
CC1=C[C@@H]2c3c(O)cc(-c4cc5ccc(O)cc5o4)cc3O[C@]3(c4ccc(O)cc4O)Oc4cc(O)ccc4[C@@H](C1)C23,CHEMBL454705,7500.0
CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,CHEMBL465881,31100.0
CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2O)c1O,CHEMBL465880,4600.0
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,CHEMBL465879,30000.0
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL9352,17000.0
CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)ccc1O,CHEMBL464007,9700.0
CC(C)=CCc1c(O)ccc2c1O[C@H](c1ccc(O)cc1O)CC2=O,CHEMBL457686,3400.0
O=C1C[C@@H](c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,CHEMBL458395,2200.0
CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,CHEMBL457680,400.0
CC(C)=CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,CHEMBL457679,100.0
CC(C)(O)C1Cc2c(ccc3c2O[C@H](c2ccc(O)cc2O)CC3=O)O1,CHEMBL457678,100.0
CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,CHEMBL458188,31100.0
C/C(=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2O)c1O)COC(=O)/C=C/c1ccc(O)cc1,CHEMBL514745,500.0
COc1cc(/C=C/C(=O)OC/C(C)=C/Cc2c(O)ccc(C(=O)/C=C/c3ccc(O)cc3O)c2O)ccc1O,CHEMBL463638,7100.0
CC(C)=CCC/C(C)=C/Cc1c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c2c1=O,CHEMBL458187,24000.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,30.0
